"Name","Year","Height","Weight","Lang_choice","English","Math","Language","History","Physics","Chemistry","Biology","Art"
"Student 6304",2016,171,87,"Hindi",82,72,90,65,47,76,85,61
"Student 6305",2016,176,61,"French",68,65,82,60,81,61,69,57
"Student 6306",2016,172,62,"French",77,86,65,61,80,76,69,56
"Student 6307",2016,179,88,"French",70,71,83,76,86,100,76,68
"Student 6308",2016,172,89,"Hindi",60,82,78,64,61,82,66,72
"Student 6309",2016,168,63,"Hindi",65,100,63,61,54,90,83,79
"Student 6310",2016,172,61,"French",63,70,55,70,52,82,67,84
"Student 6311",2016,177,59,"German",78,61,66,66,67,81,86,94
"Student 6312",2016,163,70,"German",73,61,58,63,73,63,77,56
"Student 6313",2016,178,84,"Hindi",68,83,66,77,92,63,69,49
"Student 6314",2016,174,86,"Hindi",66,67,78,60,64,63,80,70
"Student 6315",2016,168,63,"French",68,60,59,62,70,83,73,66
"Student 6316",2016,168,71,"Hindi",78,44,68,66,85,61,87,76
"Student 6317",2016,168,77,"German",63,97,64,65,84,55,85,76
"Student 6318",2016,170,57,"French",57,57,65,61,80,65,70,61
"Student 6319",2016,169,76,"Hindi",53,96,59,81,66,71,75,50
"Student 6320",2016,171,70,"German",77,72,64,61,71,100,83,63
"Student 6321",2016,172,52,"French",80,58,69,71,75,77,74,55
"Student 6322",2016,171,78,"German",87,48,64,66,62,68,71,56
"Student 6323",2016,168,80,"Hindi",59,79,70,58,78,80,91,58
"Student 6324",2016,172,61,"German",67,82,66,58,67,86,65,70
"Student 6325",2016,172,59,"French",63,100,73,67,77,99,72,42
"Student 6326",2016,172,84,"German",75,100,63,67,79,86,65,64
"Student 6327",2016,173,69,"French",73,77,68,73,60,93,73,61
"Student 6328",2016,168,37,"Hindi",91,59,75,92,83,64,52,59
"Student 6329",2016,170,52,"German",71,72,69,61,71,87,53,65
"Student 6330",2016,167,60,"Hindi",75,71,63,76,73,87,73,56
"Student 6331",2016,171,74,"Hindi",54,91,61,75,67,86,55,74
"Student 6332",2016,180,73,"French",74,75,71,66,74,80,77,71
"Student 6333",2016,171,61,"Hindi",63,68,62,66,57,77,82,62
"Student 6334",2016,170,63,"French",80,58,76,60,73,81,65,66
"Student 6335",2016,172,77,"Hindi",63,84,67,69,76,91,64,44
"Student 6336",2016,172,78,"Spanish",72,53,78,58,65,79,87,94
"Student 6337",2016,170,49,"German",77,88,62,73,95,88,80,49
"Student 6338",2016,176,66,"Hindi",53,60,73,75,75,61,81,30
"Student 6339",2016,166,78,"French",73,88,86,67,54,77,82,63
"Student 6340",2016,178,73,"Hindi",55,52,79,76,75,90,72,58
"Student 6341",2016,175,69,"German",68,74,75,82,75,66,75,86
"Student 6342",2016,165,79,"German",69,71,77,71,84,74,71,61
"Student 6343",2016,171,79,"Spanish",70,83,73,78,49,76,75,69
"Student 6344",2016,171,79,"Hindi",76,73,86,54,79,80,65,62
"Student 6345",2016,167,66,"German",67,65,64,63,72,65,70,46
"Student 6346",2016,165,49,"Hindi",61,60,75,71,81,75,72,39
"Student 6347",2016,184,73,"Hindi",63,91,78,74,76,78,55,48
"Student 6348",2016,167,65,"Hindi",55,73,85,68,78,70,66,52
"Student 6349",2016,169,73,"Spanish",67,41,72,54,88,75,80,71
"Student 6350",2016,175,82,"Spanish",68,71,58,68,82,62,67,80
"Student 6351",2016,171,61,"German",59,58,76,71,63,82,71,94
"Student 6352",2016,176,75,"Hindi",75,56,82,71,63,87,60,70
"Student 6353",2016,169,67,"German",74,87,71,64,90,73,90,80
"Student 6354",2016,181,97,"French",57,84,68,65,76,78,94,80
"Student 6355",2016,166,62,"Spanish",69,81,69,75,63,79,68,61
"Student 6356",2016,171,77,"Spanish",86,58,54,59,78,73,89,57
"Student 6357",2016,176,88,"German",59,70,68,66,79,75,77,46
"Student 6358",2016,164,82,"French",62,62,75,67,80,70,84,65
"Student 6359",2016,167,77,"French",75,60,68,72,66,89,83,66
"Student 6360",2016,181,62,"Spanish",51,50,62,78,81,76,81,83
"Student 6361",2016,175,66,"German",67,89,69,74,70,66,73,55
"Student 6362",2016,169,71,"German",56,86,74,79,82,79,92,43
"Student 6363",2016,173,61,"German",91,84,72,61,75,89,70,43
"Student 6364",2016,161,55,"Hindi",60,51,75,73,88,74,87,53
"Student 6365",2016,173,80,"Hindi",62,82,73,83,78,71,76,73
"Student 6366",2016,166,69,"Hindi",75,64,67,58,77,92,75,56
"Student 6367",2016,176,91,"Spanish",76,66,52,77,86,79,74,37
"Student 6368",2016,168,74,"French",74,79,67,72,79,69,75,70
"Student 6369",2016,163,69,"Hindi",73,100,69,68,61,89,82,41
"Student 6370",2016,172,68,"French",68,77,69,54,77,99,71,71
"Student 6371",2016,170,60,"Spanish",64,55,69,74,75,71,76,74
"Student 6372",2016,172,60,"Hindi",69,50,78,64,71,79,77,68
"Student 6373",2016,174,69,"Hindi",56,50,70,71,63,78,66,74
"Student 6374",2016,178,73,"German",66,69,54,70,79,73,71,89
"Student 6375",2016,173,79,"Hindi",47,64,83,66,82,93,67,42
"Student 6376",2016,172,75,"German",71,82,77,56,69,94,74,71
"Student 6377",2016,166,64,"Hindi",49,100,66,42,74,84,81,52
"Student 6378",2016,173,78,"Hindi",59,41,71,82,100,55,56,63
"Student 6379",2016,176,52,"Hindi",66,41,65,61,58,87,77,68
"Student 6380",2016,166,52,"German",61,95,64,65,82,71,89,64
"Student 6381",2016,173,67,"French",66,93,59,62,72,89,75,58
"Student 6382",2016,178,79,"Hindi",52,62,63,67,71,88,75,71
"Student 6383",2016,179,83,"Spanish",61,60,71,71,92,60,80,73
"Student 6384",2016,179,90,"German",78,65,76,69,73,73,58,76
"Student 6385",2016,168,79,"German",57,54,70,60,74,74,63,48
"Student 6386",2016,163,66,"Hindi",76,49,70,66,88,78,83,77
"Student 6387",2016,171,76,"Spanish",80,57,60,64,70,78,68,60
"Student 6388",2016,171,79,"German",74,45,79,59,85,68,83,61
"Student 6389",2016,169,70,"German",64,79,68,65,70,84,77,59
"Student 6390",2016,165,70,"German",66,75,53,69,90,78,78,68
"Student 6391",2016,174,77,"Hindi",65,59,82,69,71,71,72,65
"Student 6392",2016,170,83,"Spanish",61,69,71,60,92,75,64,73
"Student 6393",2016,170,70,"Spanish",90,93,67,76,48,66,77,73
"Student 6394",2016,174,67,"Spanish",72,80,89,67,74,59,68,87
"Student 6395",2016,167,62,"Hindi",79,78,82,55,91,56,74,53
"Student 6396",2016,172,75,"Hindi",53,97,92,73,86,76,69,43
"Student 6397",2016,178,85,"Hindi",69,31,67,63,89,75,72,67
"Student 6398",2016,168,56,"Hindi",73,57,60,78,71,70,94,67
"Student 6399",2016,174,79,"Hindi",53,67,84,69,84,72,76,88
"Student 6400",2016,162,65,"Hindi",66,76,75,74,99,75,92,69
"Student 6401",2016,162,55,"Hindi",60,61,73,63,77,64,84,70
"Student 6402",2016,165,53,"Spanish",73,81,84,70,78,88,71,79
"Student 6403",2016,174,90,"French",80,89,60,61,92,78,76,58
"Student 6404",2016,174,80,"Spanish",72,90,52,74,83,81,54,82
"Student 6405",2016,164,65,"Spanish",67,44,56,88,100,83,81,54
"Student 6406",2016,171,65,"Spanish",56,53,75,70,67,59,69,35
"Student 6407",2016,171,66,"Spanish",70,85,81,61,84,65,67,46
"Student 6408",2016,165,56,"French",71,48,61,66,78,77,68,43
"Student 6409",2016,177,75,"Spanish",63,67,83,65,58,77,75,62
"Student 6410",2016,172,74,"French",71,100,73,68,70,65,79,55
"Student 6411",2016,169,62,"Spanish",71,85,63,75,82,80,93,59
"Student 6412",2016,175,87,"French",62,41,87,68,81,83,53,58
"Student 6413",2016,171,54,"Hindi",57,74,68,59,85,73,71,62
"Student 6414",2016,172,63,"Hindi",70,61,71,55,62,73,74,87
"Student 6415",2016,171,73,"German",72,79,68,61,68,90,69,70
"Student 6416",2016,164,80,"German",72,61,60,78,85,91,59,68
"Student 6417",2016,177,78,"Spanish",60,100,73,47,78,75,79,59
"Student 6418",2016,170,72,"Hindi",66,97,77,68,55,63,87,84
"Student 6419",2016,173,72,"Spanish",88,83,73,77,53,64,82,85
"Student 6420",2016,173,68,"Spanish",53,69,76,53,86,98,87,58
"Student 6421",2016,181,76,"French",73,62,77,57,73,69,91,56
"Student 6422",2016,171,60,"Hindi",69,51,81,74,91,85,56,94
"Student 6423",2016,175,53,"Hindi",77,61,86,78,79,99,78,59
"Student 6424",2016,173,67,"German",58,100,86,78,74,90,83,78
"Student 6425",2016,176,58,"Hindi",67,51,66,70,100,69,86,69
"Student 6426",2016,168,60,"Hindi",72,59,78,77,63,74,80,33
"Student 6427",2016,168,68,"German",72,93,70,64,100,78,72,68
"Student 6428",2016,170,77,"French",66,78,68,64,84,74,73,74
"Student 6429",2016,165,78,"French",73,77,68,82,73,62,87,71
"Student 6430",2016,168,69,"French",50,59,84,65,72,74,79,76
"Student 6431",2016,174,66,"German",67,80,69,74,93,78,73,84
"Student 6432",2016,167,68,"French",49,82,74,73,68,74,81,58
"Student 6433",2016,173,72,"Hindi",62,54,75,79,79,50,70,54
"Student 6434",2016,173,60,"Spanish",64,75,68,74,63,75,80,90
"Student 6435",2016,174,77,"Spanish",56,83,69,73,94,75,85,94
"Student 6436",2016,174,67,"Spanish",70,66,83,74,82,89,88,40
"Student 6437",2016,177,72,"Hindi",70,56,60,73,89,87,78,80
"Student 6438",2016,169,64,"French",73,69,66,67,69,71,62,58
"Student 6439",2016,168,56,"Hindi",67,70,73,80,70,80,51,56
"Student 6440",2016,180,63,"Hindi",70,58,60,72,78,90,79,63
"Student 6441",2016,175,65,"Hindi",74,69,63,59,73,83,74,47
"Student 6442",2016,168,51,"Hindi",87,80,63,65,57,84,78,72
"Student 6443",2016,176,89,"French",69,48,69,55,100,73,81,54
"Student 6444",2016,178,81,"Hindi",67,82,68,63,75,89,70,89
"Student 6445",2016,175,64,"German",65,100,60,69,76,81,73,66
"Student 6446",2016,169,74,"German",68,88,69,69,77,100,91,94
"Student 6447",2016,172,67,"French",81,98,65,58,85,67,78,43
"Student 6448",2016,174,109,"Hindi",57,78,84,62,63,61,66,48
"Student 6449",2016,169,86,"Hindi",72,71,81,71,88,56,63,72
"Student 6450",2016,169,81,"Hindi",69,75,74,78,95,96,78,50
"Student 6451",2016,173,89,"German",71,73,62,67,88,67,69,86
"Student 6452",2016,166,71,"French",72,98,70,66,95,70,82,80
"Student 6453",2016,178,83,"Hindi",70,85,68,67,86,64,58,74
"Student 6454",2016,173,59,"Hindi",61,83,63,55,81,69,79,36
"Student 6455",2016,165,78,"French",73,84,74,51,83,78,69,64
"Student 6456",2016,181,107,"French",87,74,63,77,80,66,86,52
"Student 6457",2016,173,74,"German",83,63,76,77,80,67,57,56
"Student 6458",2016,173,89,"Hindi",66,86,74,61,80,80,53,66
"Student 6459",2016,173,74,"Hindi",76,63,50,79,88,63,85,56
"Student 6460",2016,171,73,"Hindi",83,100,70,66,77,66,92,55
"Student 6461",2016,174,88,"Hindi",54,61,68,61,89,87,77,75
"Student 6462",2016,169,72,"French",74,90,62,59,100,71,72,63
"Student 6463",2016,167,72,"Hindi",63,73,64,74,77,80,70,71
"Student 6464",2016,176,66,"Hindi",69,68,78,64,70,78,79,38
"Student 6465",2016,179,79,"Spanish",68,41,74,68,81,84,65,64
"Student 6466",2016,173,96,"Hindi",65,78,66,67,69,70,92,80
"Student 6467",2016,173,71,"French",84,81,75,69,85,61,85,71
"Student 6468",2016,171,61,"Hindi",70,70,66,77,71,72,77,73
"Student 6469",2016,161,67,"German",78,61,62,84,72,88,88,69
"Student 6470",2016,179,94,"Spanish",57,80,71,64,90,79,77,94
"Student 6471",2016,176,72,"Hindi",75,62,71,58,99,69,86,54
"Student 6472",2016,173,80,"German",70,94,57,67,86,88,82,74
"Student 6473",2016,173,70,"Spanish",66,63,77,60,89,66,62,64
"Student 6474",2016,178,73,"Hindi",74,65,56,66,86,75,70,46
"Student 6475",2016,166,71,"Hindi",76,87,84,56,75,66,91,85
"Student 6476",2016,180,71,"Hindi",69,99,66,61,66,69,81,71
"Student 6477",2016,172,96,"Hindi",68,70,80,71,61,51,66,55
"Student 6478",2016,168,68,"Hindi",65,92,60,79,70,91,62,60
"Student 6479",2016,167,46,"German",65,76,59,79,66,62,60,71
"Student 6480",2016,172,78,"French",80,72,74,58,70,69,79,60
"Student 6481",2016,169,81,"Hindi",49,43,74,73,88,77,79,77
"Student 6482",2016,178,89,"Hindi",64,77,64,55,84,87,58,83
"Student 6483",2016,178,74,"French",66,60,57,66,78,58,70,64
"Student 6484",2016,170,88,"Spanish",77,78,70,72,80,84,56,73
"Student 6485",2016,165,73,"Spanish",51,67,64,64,69,73,81,90
"Student 6486",2016,173,96,"French",78,73,66,75,75,60,76,44
"Student 6487",2016,167,63,"Hindi",51,83,56,76,63,90,81,39
"Student 6488",2016,169,69,"Hindi",46,78,86,62,97,76,73,39
"Student 6489",2016,178,84,"German",61,87,64,57,91,76,96,64
"Student 6490",2016,172,59,"Hindi",58,43,57,66,78,88,61,70
"Student 6491",2016,182,67,"German",85,60,59,76,72,54,70,42
"Student 6492",2016,180,82,"French",76,66,80,69,100,71,64,80
"Student 6493",2016,175,64,"Hindi",75,84,79,76,60,60,67,80
"Student 6494",2016,172,76,"French",44,80,62,69,69,100,70,78
"Student 6495",2016,170,66,"Hindi",61,77,78,69,83,60,65,57
"Student 6496",2016,165,70,"Spanish",67,90,72,72,84,88,92,65
"Student 6497",2016,168,76,"German",67,89,61,67,73,80,60,59
"Student 6498",2016,182,75,"French",51,86,75,77,59,78,61,93
"Student 6499",2016,174,62,"Spanish",70,66,73,77,69,53,83,46
"Student 6500",2016,166,71,"German",59,88,77,66,76,63,95,72
"Student 6501",2016,176,82,"Spanish",80,76,63,73,87,67,90,64
"Student 6502",2016,178,67,"German",83,84,73,60,76,67,65,94
"Student 6503",2016,168,63,"German",57,79,78,70,100,75,70,67
"Student 6504",2016,176,70,"Hindi",57,73,65,56,78,85,78,53
"Student 6505",2016,175,85,"French",74,62,70,70,74,76,68,74
"Student 6506",2016,172,77,"German",83,49,66,57,87,69,73,60
"Student 6507",2016,171,67,"French",67,74,81,68,69,66,77,75
"Student 6508",2016,171,49,"Hindi",91,49,72,65,77,67,90,94
"Student 6509",2016,176,84,"Hindi",73,69,68,76,75,69,75,65
"Student 6510",2016,176,85,"Spanish",63,78,76,67,83,74,74,68
"Student 6511",2016,178,80,"Spanish",91,80,65,68,85,63,70,63
"Student 6512",2016,165,52,"German",82,100,57,68,70,74,89,72
"Student 6513",2016,171,70,"French",49,70,80,79,67,67,50,92
"Student 6514",2016,177,89,"French",74,73,57,63,83,83,84,94
"Student 6515",2016,174,69,"German",77,74,70,88,87,68,74,58
"Student 6516",2016,168,66,"Hindi",68,59,65,57,68,76,73,90
"Student 6517",2016,164,57,"French",55,84,71,66,76,93,79,81
"Student 6518",2016,171,70,"Hindi",54,50,71,62,80,67,59,59
"Student 6519",2016,162,61,"Hindi",87,83,69,53,75,76,70,83
"Student 6520",2016,163,57,"French",68,68,58,67,67,80,66,83
"Student 6521",2016,168,69,"Hindi",75,91,60,67,51,80,64,61
"Student 6522",2016,168,63,"Hindi",78,66,74,57,97,66,81,65
"Student 6523",2016,170,56,"Spanish",91,64,67,62,51,72,89,79
"Student 6524",2016,173,75,"Hindi",80,75,72,65,91,92,72,54
"Student 6525",2016,173,73,"German",67,85,50,70,56,66,57,60
"Student 6526",2016,174,47,"French",84,39,83,45,79,84,99,81
"Student 6527",2016,170,73,"French",86,72,76,63,84,59,81,59
"Student 6528",2016,173,89,"Hindi",66,71,69,63,77,74,72,52
"Student 6529",2016,164,60,"German",76,70,64,54,80,58,57,68
"Student 6530",2016,164,41,"Hindi",78,87,63,65,81,66,73,83
"Student 6531",2016,169,61,"Spanish",69,69,72,65,80,64,83,71
"Student 6532",2016,173,84,"German",65,91,74,73,79,79,84,65
"Student 6533",2016,174,83,"Hindi",72,68,74,68,66,91,58,64
"Student 6534",2016,172,56,"Spanish",63,89,63,56,67,68,74,28
"Student 6535",2016,162,38,"Spanish",79,82,70,71,84,93,71,71
"Student 6536",2016,180,88,"French",69,82,79,63,65,68,49,52
"Student 6537",2016,165,80,"Hindi",78,56,70,60,75,72,77,53
"Student 6538",2016,173,68,"Hindi",68,46,57,71,78,60,88,67
"Student 6539",2016,176,67,"Hindi",77,86,54,68,70,78,74,59
"Student 6540",2016,186,75,"Hindi",72,30,74,62,81,93,93,87
"Student 6541",2016,173,77,"Hindi",71,48,74,72,80,77,79,89
"Student 6542",2016,176,90,"French",73,71,68,64,80,78,81,94
"Student 6543",2016,176,90,"Spanish",75,51,82,57,85,66,64,84
"Student 6544",2016,175,81,"Hindi",64,59,79,54,83,69,80,44
"Student 6545",2016,171,63,"Hindi",65,65,78,65,86,87,76,74
"Student 6546",2016,166,71,"Hindi",58,61,66,68,73,78,83,48
"Student 6547",2016,161,41,"Hindi",67,91,79,72,57,97,88,69
"Student 6548",2016,173,70,"Hindi",77,100,70,65,62,62,55,76
"Student 6549",2016,168,86,"French",68,48,61,82,64,84,86,61
"Student 6550",2016,161,49,"Hindi",64,42,73,66,81,93,85,47
"Student 6551",2016,165,69,"Hindi",63,82,76,76,80,91,70,42
"Student 6552",2016,174,75,"French",58,52,51,64,74,71,99,59
"Student 6553",2016,171,61,"German",50,79,66,66,86,74,77,59
"Student 6554",2016,170,59,"Hindi",86,91,78,65,79,71,69,75
"Student 6555",2016,174,53,"Hindi",52,84,66,69,87,76,60,35
"Student 6556",2016,167,78,"Hindi",59,100,75,70,54,88,88,53
"Student 6557",2016,171,66,"Hindi",81,73,61,76,93,83,55,72
"Student 6558",2016,171,52,"Hindi",62,71,55,68,70,77,82,66
"Student 6559",2016,174,82,"Spanish",84,81,79,78,64,62,70,59
"Student 6560",2016,171,54,"Hindi",72,73,64,70,80,74,65,71
"Student 6561",2016,173,51,"French",58,71,65,58,64,88,59,58
"Student 6562",2016,174,66,"Hindi",90,58,67,63,56,84,68,64
"Student 6563",2016,168,66,"Hindi",77,99,64,79,73,52,66,82
"Student 6564",2016,170,84,"French",54,65,80,71,74,74,76,66
"Student 6565",2016,168,63,"French",70,66,68,67,87,71,94,79
"Student 6566",2016,171,69,"German",74,74,68,60,79,84,83,71
"Student 6567",2016,177,72,"Spanish",62,98,74,71,82,76,84,50
"Student 6568",2016,183,79,"Hindi",71,100,68,68,67,69,89,87
"Student 6569",2016,177,75,"German",64,62,68,63,84,68,70,56
"Student 6570",2016,173,93,"Spanish",61,63,66,79,70,77,73,47
"Student 6571",2016,177,71,"Hindi",87,54,67,74,70,84,77,76
"Student 6572",2016,168,55,"French",72,72,77,69,98,70,82,50
"Student 6573",2016,172,86,"German",73,93,88,69,70,66,61,66
"Student 6574",2016,171,68,"Hindi",66,55,69,61,88,92,88,59
"Student 6575",2016,177,76,"Hindi",73,82,71,69,77,68,74,70
"Student 6576",2016,174,72,"Hindi",70,63,67,81,80,60,83,71
"Student 6577",2016,180,84,"French",80,61,67,73,81,73,79,64
"Student 6578",2016,164,79,"French",77,77,68,68,77,71,86,68
"Student 6579",2016,167,74,"Hindi",63,53,68,78,86,95,62,81
"Student 6580",2016,163,68,"German",76,91,70,58,70,92,80,47
"Student 6581",2016,172,65,"German",61,29,77,76,83,80,58,48
"Student 6582",2016,173,77,"Spanish",79,74,71,88,69,52,71,58
"Student 6583",2016,164,57,"German",75,99,68,65,86,60,77,60
"Student 6584",2016,173,85,"French",58,67,57,60,75,96,71,55
"Student 6585",2016,173,84,"German",60,55,66,80,74,69,82,70
"Student 6586",2016,168,75,"Hindi",91,74,79,52,52,87,82,64
"Student 6587",2016,175,76,"German",68,66,71,73,85,74,62,69
"Student 6588",2016,171,66,"Hindi",53,67,75,66,75,65,62,94
"Student 6589",2016,166,61,"Hindi",73,90,74,65,90,97,63,56
"Student 6590",2016,173,71,"Hindi",65,56,82,69,90,92,63,92
"Student 6591",2016,171,71,"French",61,61,74,67,80,80,75,51
"Student 6592",2016,169,62,"French",77,76,69,59,66,95,66,68
"Student 6593",2016,167,79,"French",62,75,46,79,85,83,78,50
"Student 6594",2016,176,73,"German",73,92,78,83,48,85,92,76
"Student 6595",2016,174,82,"Spanish",67,89,63,60,65,86,89,74
"Student 6596",2016,167,55,"Hindi",58,81,91,60,81,72,88,81
"Student 6597",2016,175,69,"Spanish",65,49,81,62,47,58,86,66
"Student 6598",2016,170,56,"Hindi",83,64,59,86,84,62,51,55
"Student 6599",2016,171,66,"Spanish",67,66,83,69,80,78,75,79
"Student 6600",2016,170,73,"French",77,69,80,68,71,68,94,65
"Student 6601",2016,173,58,"Hindi",74,79,63,69,72,94,74,56
"Student 6602",2016,174,65,"German",54,75,76,65,70,73,82,66
"Student 6603",2016,176,59,"Hindi",78,97,53,60,70,68,88,85
"Student 6604",2016,168,67,"Hindi",56,56,76,72,95,67,83,81
"Student 6605",2016,178,87,"French",65,80,73,62,81,72,87,55
"Student 6606",2016,173,57,"Hindi",82,79,73,83,80,80,83,39
"Student 6607",2016,167,65,"Hindi",76,75,83,68,79,78,84,69
"Student 6608",2016,173,67,"German",66,48,53,67,84,81,73,50
"Student 6609",2016,174,62,"Hindi",72,43,73,69,78,67,85,56
"Student 6610",2016,172,78,"Spanish",46,71,83,51,65,73,75,65
"Student 6611",2016,174,82,"Hindi",68,90,77,72,66,68,84,58
"Student 6612",2016,181,81,"Spanish",62,57,66,64,83,80,67,74
"Student 6613",2016,170,68,"Hindi",82,48,71,64,74,95,65,65
"Student 6614",2016,175,74,"Spanish",60,71,73,70,86,68,65,58
"Student 6615",2016,175,90,"German",79,80,82,75,78,64,89,69
"Student 6616",2016,177,78,"Hindi",73,87,51,64,86,69,70,70
"Student 6617",2016,171,67,"German",74,30,77,82,80,83,79,69
"Student 6618",2016,169,71,"Hindi",68,79,67,78,65,73,83,67
"Student 6619",2016,172,73,"Hindi",67,59,72,71,79,82,80,60
"Student 6620",2016,165,66,"Hindi",82,68,60,79,91,65,71,76
"Student 6621",2016,172,83,"Hindi",85,59,83,73,85,59,69,53
"Student 6622",2016,173,73,"Hindi",72,82,68,71,52,84,67,88
"Student 6623",2016,170,68,"Hindi",59,67,73,57,83,92,77,55
"Student 6624",2016,173,85,"German",80,56,60,69,74,100,73,61
"Student 6625",2016,176,71,"Hindi",86,76,82,74,58,63,79,78
"Student 6626",2016,173,63,"German",78,54,62,75,53,91,85,55
"Student 6627",2016,175,88,"Spanish",60,97,65,50,60,58,78,83
"Student 6628",2016,169,76,"Hindi",63,84,69,76,64,66,75,43
"Student 6629",2016,173,67,"Spanish",91,76,71,64,76,73,71,72
"Student 6630",2016,172,63,"French",53,64,66,67,75,64,81,77
"Student 6631",2016,170,78,"Spanish",58,84,75,59,55,82,91,47
"Student 6632",2016,178,74,"German",73,84,60,69,75,71,64,72
"Student 6633",2016,177,93,"Hindi",80,67,83,84,85,80,81,56
"Student 6634",2016,170,68,"German",75,73,71,41,66,95,72,73
"Student 6635",2016,174,76,"French",64,62,64,74,95,87,83,53
"Student 6636",2016,164,62,"Hindi",67,53,75,65,74,83,59,87
"Student 6637",2016,155,51,"Hindi",82,73,58,75,85,40,77,82
"Student 6638",2016,175,85,"Hindi",70,89,70,59,67,66,80,81
"Student 6639",2016,170,62,"French",58,75,60,66,96,100,73,79
"Student 6640",2016,167,65,"Hindi",75,73,67,66,82,71,83,74
"Student 6641",2016,176,75,"German",77,100,78,73,59,69,91,51
"Student 6642",2016,171,58,"Spanish",59,79,72,58,66,70,89,57
"Student 6643",2016,173,70,"French",70,78,61,57,70,86,83,38
"Student 6644",2016,167,70,"French",67,56,62,65,86,85,60,67
"Student 6645",2016,171,82,"Spanish",71,51,74,79,92,80,60,82
"Student 6646",2016,171,85,"German",60,84,69,65,83,87,81,63
"Student 6647",2016,174,71,"French",67,82,80,58,92,88,80,54
"Student 6648",2016,175,83,"Hindi",60,58,70,66,75,67,63,79
"Student 6649",2016,173,69,"Spanish",63,76,70,64,64,82,50,71
"Student 6650",2016,172,70,"French",72,77,77,73,59,66,76,56
"Student 6651",2016,175,83,"Spanish",76,85,80,53,53,89,68,40
"Student 6652",2016,164,60,"Spanish",82,54,51,64,90,95,70,58
"Student 6653",2016,169,55,"French",68,81,65,60,68,78,69,81
"Student 6654",2016,173,60,"Hindi",82,84,66,77,94,72,62,60
